a0,a1,beta,tilde_beta
0.0916203,0.454434,2.30549,6.07974
0.0647915,0.4352,2.75586,5.75699
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0748943,0.48376,1.82324,5.75115
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0799461,0.429021,2.12928,6.05639
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.0389133,0.444572,1.64719,8.42936
0.00928463,0.432246,1.93248,6.59995
0.00928463,0.432246,1.93248,6.59995
0.00928463,0.432246,1.93248,6.59995
0.00928463,0.432246,1.93248,6.59995
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.0205874,0.495353,2.05805,2.85454
0.00049407,0.491724,1.91895,5.96649
0.00049407,0.491724,1.91895,5.96649
0.00049407,0.491724,1.91895,5.96649
0.00049407,0.491724,1.91895,5.96649
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0112925,0.414247,2.13343,2.88351
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0284639,0.358786,2.41468,4.14702
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0349157,0.387325,1.85445,5.15058
0.0354913,0.463499,2.42051,6.47318
0.0354913,0.463499,2.42051,6.47318
0.00416708,0.468382,2.17557,13.0691
