a0,a1,beta,epsilon,delta
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00730209,0.018273,1.29726,0.0058345,0.760509
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00340895,0.0177505,1.01597,0.0110877,0.75635
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00496236,0.0172699,1.14055,0.00636019,0.891976
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
0.00702614,0.0190191,0.95365,0.00217489,1.28688
